Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES
12178,FATEC -BA FACULDADE DE TECNOLOGIA E CIENCIAS DA BAHIA LTDA,02.268.349/0001-34,Privada com fins lucrativos,12922,FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA (FATEC/BA),FATEC/BA,(75)3422-0423,www.fatecba.edu.br,drgomes@terra.com.br; caesar.souza@protonmail.com,Rua Quinze de Novembro - 925 A - CEP: 48050-010 - Santa Isabel,Alagoinhas,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2012-07-09,3,2017,-,,3,2019,,,,Ativa
1564,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,04.670.333/0001-89,Privada com fins lucrativos,1642,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA (FTC),FTC,71 3281-8171,www.ftc.br,lcsilva@ftc.edu.br,Praça José Bastos - 55 - CEP: 45600-080 - Centro,Itabuna,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2001-03-23,3,2010,-,,3,2019,,,Adesão ao PROIES,Ativa
1564,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,04.670.333/0001-89,Privada com fins lucrativos,1645,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ (FTC),FTC,(71)32818171,www.ftc.br,lcsilva@ftc.edu.br,Av Avenida Adolfo Ribeiro - 357 - CEP: 45204-068 - São Judas Tadeu,Jequié,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2001-03-30,3,2011,-,,4,2019,,,Adesão ao PROIES,Ativa
1564,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,04.670.333/0001-89,Privada com fins lucrativos,2402,Faculdade de Tecnologia e Ciências de Salvador (FTC Salvador),FTC Salvador,(71) 3281 8171 / (71) 3254 6938,http://portal.ftc.br/campuscomercio/,lcsilva@ftc.edu.br,Avenida Estados Unidos - 37 - CEP: 40010-902 - Comércio,Salvador,BA,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2003-08-08,3,2011,4,2016,3,2019,,,Adesão ao PROIES,Ativa
3030,INSTITUTO DE ENSINO SUPERIOR DE PATROCINIO - IESP LTDA - ME,07.736.823/0001-29,Privada com fins lucrativos,4740,Faculdade de Tecnologia e Ciências do Alto Paranaíba (FATAP),FATAP,(34)99239-1624,www.fatap.com.br,secretaria@fatap.com.br,Rua Professor Hugo Machado da Silveira - 520 - CEP: 38740-000 - Distrito Industrial,Patrocínio,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2008-10-15,-,,-,,SC,2012,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,22787,FACULDADE DE TECNOLOGIA E CIÊNCIAS - FTC CAMAÇARI (FTC CAMAÇARI),FTC CAMAÇARI,,www.ftc.edu.br,avalia@ftc.edu.br,Rua Eixo Urbano Central - 07 - CEP: 42800-110 - Centro,Camaçari,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2019-08-30,4,2018,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,22762,Faculdade de Tecnologia e Ciências - FTC Caruaru (FTC - Caruaru),FTC - Caruaru,,www.ftc.edu.br,avalia@ftc.edu.br,Rua Marechal Cândido Rondon - 214 - CEP: 55032-350 - Petrópolis,Caruaru,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2020-01-15,3,2018,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,23000,Faculdade de Tecnologia e Ciências - FTC Caucaia (FTC Caucaia),FTC Caucaia,,www.ftc.edu.br,avalia@ftc.edu.br,Travessa Nossa Senhora dos Prazeres - 238 - CEP: 61605-090 - Caucaia,Caucaia,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2020-01-27,4,2019,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,22999,Faculdade de Tecnologia e Ciências - FTC Itapipoca (FTC Itapipoca),FTC Itapipoca,,www.ftc.edu.br,avalia@ftc.edu.br,R Raimundo de Castro - 1038 - CEP: 62500-000 - Cruzeiro,Itapipoca,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2020-01-13,4,2018,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,23946,Faculdade de Tecnologia e Ciências - FTC Juazeiro do Norte (FTC JUAZEIRO CE),FTC JUAZEIRO CE,,,avalia@ftc.edu.br,Rua São Paulo - 797 - CEP: 63010-000 - Centro,Juazeiro do Norte,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2021-02-12,5,2020,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,23002,Faculdade de Tecnologia e Ciências - FTC N. Sra. do Socorro (FTC N S Socorro),FTC N S Socorro,,www.ftc.edu.br,lcsilva@ftc.edu.br,Av Auxiliar I - 116 - CEP: 49160-000 - Taiçoca,Nossa Senhora do Socorro,SE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2019-12-06,4,2019,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,22996,Faculdade de Tecnologia e Ciências - FTC Parnamirim (FTC Parnamirim),FTC Parnamirim,,www.ftc.edu.br,avalia@ftc.edu.br,Rua Tenente Osório - 199 - CEP: 59140-285 - Santo Reis,Parnamirim,RN,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2019-12-06,3,2019,-,,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20607,Faculdade de Tecnologia e Ciências - FTC Petrolina (FTC Petrolina),FTC Petrolina,71 99737741; 32818171,http://www.ftc.br/petrolina/home/,lcsilva@ftc.edu.br,Avenida Clementino Coelho - 714 - CEP: 56308-210 - Centro,Petrolina,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-05-23,3,2016,5,2021,-,,,,,Ativa
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,23155,Faculdade de Tecnologia e Ciências - FTC PORTO SEGURO (FTC PORT SEGURO),FTC PORT SEGURO,,,avalia@ftc.edu.br,Rua Marechal Teodoro da Fonseca - 228 - CEP: 45810-000 - Centro,Porto Seguro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2020-01-15,5,2019,-,,-,,,,,Ativa
14228,FACULDADES INTEGRADAS CARAJAS S/C LTDA - EPP,11.306.033/0001-80,Privada com fins lucrativos,11902,FACULDADE DE TECNOLOGIA E DESENVOLVIMENTO DE COMPETÊNCIAS (FDC),FDC,(91)32764640,www.ftdc.edu.br,l.reinaldo@uol.com.br,AVENIDA PRIMEIRA DE DEZEMBRO - 1867 - CEP: 66095-345 - MARCO,Belém,PA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2009-10-05,3,2017,-,,-,,,,,Ativa
14923,CETESP CENTRO TECNOLOGICO DE EDUCACAO SUPERIOR E PROFISSIONAL LTDA,12.042.083/0001-60,Privada com fins lucrativos,15272,"FACULDADE DE TECNOLOGIA, EDUCAÇÃO SUPERIOR E PROFISSIONAL (FATESP)",FATESP,86999581399,www.fatesp.com,ricardo@portalunipos.com.br,Rua Paissandu - 1627 - CEP: 64001-120 - Centro,Teresina,PI,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2013-09-13,3,2017,-,,3,2019,,,,Ativa
16198,INSTITUTO DE TECNOLOGIA E EDUCACAO DE GOIAS LTDA,18.853.783/0001-11,Privada com fins lucrativos,19198,FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS (FATEG),FATEG,062 35127253,www.fateg.com.br,financeiro.fateg@gmail.com,Rua Rua Itapeva - - CEP: 75251-391 - Vila Santa Rosa,Senador Canedo,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2016-10-11,3,2015,-,,-,,,,,Ativa
17197,INSTITUTO ITESP EIRELI,10.391.250/0001-53,Privada com fins lucrativos,23707,FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ (FATESP),FATESP,(62)99665-8015,,juniorgugel@hotmail.com,Rua Valdomiro de Miranda - 231 - CEP: 73801-610 - Centro,Formosa,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2021-06-02,4,2020,-,,-,,,,,Ativa
3017,ESCOLA TECNICA EGIDIO JOSE DA SILVA - EPP,04.626.210/0001-40,Privada com fins lucrativos,4725,FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA (FATEGIDIO),FATEGIDIO,(33) 3522 6030 / 3521 1256,,secretariageral@fategidio.com.br,Rua Jalile Naaman - 70 - CEP: 39801-118 - Grão Pará,Teófilo Otoni,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2006-01-18,3,2012,-,,3,2019,,,,Ativa
3022,SENAC - SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - ADMINIS,03.296.968/0001-03,Privada sem fins lucrativos,4732,Faculdade de Tecnologia e Inovação Senac DF,-,(61) 3217-8814,www.facsenac.edu.br,pesquisador@df.senac.br,Quadra SEPS 703/903 - s/n - CEP: 70390-039 - Asa Sul,Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2007-02-28,3,2018,-,,3,2019,,,,Ativa
1289,SOCIEDADE EDUCACIONAL PINTO E MENEZES LTDA - ME,03.665.246/0001-70,Privada com fins lucrativos,1964,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO (HOTEC)",HOTEC,(011) 3246-2888,www.hotec.com.br,luanda@hotec.com.br,Rua das Palmeiras - 184 - CEP: 01226-010 - Santa Cecília,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-01-24,4,2017,-,,3,2019,,,,Ativa
14479,ESCOLA DE ULTRA-SONOGRAFIA RIBEIRAO PRETO SC LTDA - EPP,60.250.438/0001-50,Privada com fins lucrativos,14969,FACULDADE DE TECNOLOGIA EM SAÚDE (FATESA),FATESA,(16) 3602-7700,fatesa.edu.br,talita@fatesa.edu.br; magda_mondine@yahoo.com.br,Rua Marcos Markarian - 1025 - CEP: 14026-583 - Nova Aliança,Ribeirão Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2013-08-12,4,2019,-,,3,2019,,,,Ativa
3482,CIEPH - CENTRO INTEGRADO DE ESTUDOS E PESQUISA DO HOMEM LTDA - ME,01.174.568/0001-91,Privada com fins lucrativos,13467,FACULDADE DE TECNOLOGIA EM SAÚDE CIEPH (FACTES),FACTES,(48) 32062851,www.cieph.edu.br,cieph@cieph.edu.br,Av. Engenheiro Max de Souza - 952 - CEP: 88080-000 - Coqueiros,Florianópolis,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-09-19,4,2015,-,,3,2018,,,,Ativa
11347,INSTITUTO ADMINISTRACAO HOSPITALAR E CIENCIAS DA SAUDE,87.750.527/0001-11,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,14961,FACULDADE DE TECNOLOGIA EM SAÚDE - IAHCS (FATESA),FATESA,5132341100,www.fasaude.com.br,andre@fasaude.com.br,Rua Coronel Corte Real - 75 - CEP: 90630-080 - Petrópolis,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2013-06-13,3,2018,-,,3,2019,,,,Ativa
1152,SOCIEDADE EDUCACIONAL SOIBRA S/S LTDA,54.281.373/0001-07,Privada com fins lucrativos,1762,FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE,-,(11) 2227-8400,www.drummond.com.br,prof.aureniceleite@drummond.com.br; aurenicesleite@gmail.com,Av. Penha de França - 35 - CEP: 03606-010 - Penha,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-07-09,4,2021,4,2018,3,2019,,,Credenciamento EaD Provisório,Ativa
15861,UNIAO CATALANA DA GESTAO DO CONHECIMENTO LTDA,10.750.756/0001-01,Privada com fins lucrativos,17831,Faculdade de Tecnologia e Negócios de Catalão (FATENC),FATENC,(64) 6411-6011,www.fatenc.com.br,diretoria@fatenc.com.br,Avenida Haidê Evangelista da Rocha - 59-71 - CEP: 75709-430 - Santa Terezinha,Catalão,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2015-03-04,3,2014,-,,-,,,,,Ativa
545,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",02.608.755/0001-07,Privada com fins lucrativos,4009,FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA (FATEC ESTÁC CURITIBA),FATEC ESTÁC CURITIBA,(11) 31393314,www.estacio.br,cgradcuritiba@gmail.com;regulatorio.nacional@estacio.br;marcia.aparecida@yduqs.com.br;,Av. Senador Souza Naves - 1715 - CEP: 80050-152 - Cristo Rei,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2004-09-20,3,2011,-,,3,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15784,Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia (Fatec Marilia),Fatec Marilia,(14) 3454-7540,www.fatecmarilia.edu.br,fatecmarilia@gmail.com,Avenida Castro Alves - 62 - CEP: 17506-000 - São Miguel,Marília,SP,Centro Universitário,Presencial - Superior,Publica,Pública Estadual,,-,,-,,4,2013,,,,Ativa
1669,JAPANN SERVICOS EDUCACIONAIS LTDA,27.399.575/0001-85,Privada com fins lucrativos,2569,FACULDADE DE TECNOLOGIA FAESA (CET-FAESA),CET-FAESA,(27) 31324077,www.cetfaesa.com.br,jamestheodoro@cetfaesa.com.br,Rua Anselmo Serrat - 199 - CEP: 29053-250 - Monte Belo,Vitória,ES,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2002-02-13,3,2016,4,2016,4,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,21713,Faculdade de Tecnologia - Fatec de Ribeirão Preto,-,16 39192320,www.fatecrp.edu.br,f284dir@cps.sp.gov.br,Avenida Pio XII - 1255 - CEP: 14030-250 - Vila Virgínia,Ribeirão Preto,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2015-07-21,-,,-,,-,,,,,Ativa
10017,INSTITUTO DE ENSINO SUPERIOR MOINHO VELHO LTDA - ME,07.728.079/0001-10,Privada com fins lucrativos,14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO (FFRAMO),FFRAMO,4488-7916,www.fframo.com.br,patriciagentil.simionato@faccamp.br; gentil@faccamp.br; pslaraujo@hotmail.com,Rua dos Cravos - 560 - CEP: 07990-050 - Vila Espanhola,Francisco Morato,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-07-20,3,2015,-,,3,2019,,,,Ativa
2107,CENTRO SUPERIOR DE TECNOLOGIA TECBRASIL LTDA,02.271.913/0001-78,Privada com fins lucrativos,12784,FACULDADE DE TECNOLOGIA FTEC (FTEC Novo Hamburgo),FTEC Novo Hamburgo,54-30271300,www.ftec.com.br,claudio@ftec.com.br,Rua Silveira Martins - 780 - CEP: 93510-310 - Centro,Novo Hamburgo,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2009-06-03,4,2014,-,,4,2019,,,,Ativa
2107,CENTRO SUPERIOR DE TECNOLOGIA TECBRASIL LTDA,02.271.913/0001-78,Privada com fins lucrativos,4097,Faculdade de Tecnologia FTEC de Bento Gonçalves (FTEC Bento Gonçalves),FTEC Bento Gonçalves,(54) 3452 6644,http://www.ftec.com.br,claudio@ftec.com.br,Avenida Osvaldo Aranha - 419 - CEP: 95700-200 - Juventude da Enologia,Bento Gonçalves,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2005-01-26,3,2018,-,,4,2019,,,,Ativa
3488,SOCIEDADE EDUCACIONAL RIOGRANDENSE LTDA.,09.108.340/0001-05,Privada com fins lucrativos,4096,Faculdade de Tecnologia FTEC de Porto Alegre (FTEC Porto Alegre),FTEC Porto Alegre,51 33256297,www.ftec.com.br,coordenacao@ftec.com.br,Rua Comendador Manoel Pereira - 249 - CEP: 90030-010 - Centro Histórico,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2005-01-26,3,2017,-,,3,2019,,,,Ativa
13225,CLINICA E ESTETICA ODONTOLOGICA C.E.O. LTDA - ME,05.777.035/0001-55,Privada com fins lucrativos,14095,FACULDADE DE TECNOLOGIA FUTURO (Fatec Futuro),Fatec Futuro,41 33330212; 41 33333535,www.faculdadefuturo.com.br,secgeral@faculdadefuturo.com.br; cursoadm@faculdadefuturo.com.br; pi@faculdadefuturo.com.br,Rua 24 de Maio - 1129 - CEP: 80230-080 - Rebouças,Curitiba,PR,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2012-05-30,2,2017,-,,-,,,,"Credenciamento EaD Provisório, Em Supervisão - Procedimento Sancionador com Medida Cautelar, Suspensão contrato FIES, Suspensão de ingresso nos cursos de especialização Lato Sensu , Suspensão PROUNI",Ativa
12654,GRUPO DE ADMINISTRACAO PROFISSIONAL LTDA - ME,07.945.909/0001-61,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,13716,FACULDADE DE TECNOLOGIA GAP (GAP),GAP,(62)30987580,www.gap.edu.br,paulo@gapbrasil.com.br,Rua 18 de Setembro - 78 - CEP: 75113-590 - Jundiaí,Anápolis,GO,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2011-09-19,3,2017,3,2018,3,2019,,,,Ativa
13465,DI PIETRO & SILVERIO S/S LTDA - ME,05.643.584/0001-37,Privada com fins lucrativos,13775,FACULDADE DE TECNOLOGIA IBRATE (FAITEC),FAITEC,(41) 32251844,www.ibrate.edu.br,secretariaacademica@ibrate.edu.br,RUA VOLUNTÁRIOS DA PÁTRIA - 215 - CEP: 80020-000 - CENTRO,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2012-05-28,3,2017,-,,3,2019,,,,Ativa
16224,"ICONE INSTITUTO DE CONSULTORIA, CURSOS E EDUCACAO LTDA",14.332.070/0001-51,Privada com fins lucrativos,19348,Faculdade de Tecnologia Ícone (FACTI),FACTI,(61) 3397-2662,www.faculdadedetecnologiaicone.com.br,facti@gmail.com,QNE 14 - 18 - CEP: 72125-140 - Taguatinga,Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-12-29,3,2015,-,,-,,,,,Ativa
2086,CENFOR - CENTRO PRIVADO DE EDUCACAO TECNOLOGICA DE FORTALEZA LTDA,04.670.278/0001-27,Privada com fins lucrativos,3299,FACULDADE DE TECNOLOGIA INFORMÁTICA (FATI),FATI,(85) 3226-6446,unice.br,unice@unice.br,Rua D. Leopoldina - 912 - CEP: 60110-001 - Aldeota,Fortaleza,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-16,3,2010,-,,3,2019,,,,Ativa
3039,SOCIEDADE EDUCACIONAL DE SOROCABA LTDA,50.372.572/0001-70,Privada com fins lucrativos,12923,FACULDADE DE TECNOLOGIA IPANEMA,-,(15)30317100,www.faculdadeipanema.edu.br,claudette.galati@sebsa.com.br,Rua Mario Campestrini - 100 - CEP: 18047-603 - Parque Campolim,Sorocaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-05-26,3,2016,-,,3,2019,,,,Ativa
766,INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP,67.996.488/0001-20,Privada sem fins lucrativos,3692,FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS (FATEC CAMPINAS),FATEC CAMPINAS,19 3737 3270,www.ipep.edu.br,assessor.dg@ipep.edu.br; diretoriageral@ipep.edu.br,Rua José de Alencar - 470 - CEP: 13013-040 - Centro,Campinas,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2003-12-04,3,2018,-,,2,2019,,,,Ativa
12852,IPPEO INSTITUTO PARANAENSE DE PESQUISA E ENSINO DE ODONTOLOGIA LTDA - EPP,05.794.280/0001-70,Privada com fins lucrativos,10349,FACULDADE DE TECNOLOGIA IPPEO (IPPEO),IPPEO,(41) 3223 2587,www.faculdadeippeo.edu.br,secretaria@faculdadeippeo.edu.br;dalmir@mac.com,Rua Jose Loureiro - 347 - CEP: 80010-000 - Centro,Curitiba,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2012-11-26,3,2017,3,2013,2,2019,,,,Ativa
2090,ASSOCIACAO PRO-UNIVERSIDADE CANOENSE - APUC,90.093.436/0001-65,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,3306,FACULDADE DE TECNOLOGIA IPUC (FATIPUC),FATIPUC,(51) 21033000,www.ipuc.edu.br,ipuc@ipuc.edu.br,Av Avenida Guilherme Schell - 5000 - CEP: 92310-022 - Centro,Canoas,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2002-12-20,3,2015,-,,3,2019,,,,Ativa
2567,A.B. INSTITUTO INTERNACIONAL DE CIENCIAS SOCIAIS LTDA - ME,07.128.725/0001-09,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4086,FACULDADE DE TECNOLOGIA JARDIM (FATEJ),FATEJ,(11)4436-6489,www.fatej.edu.br,arleide.braga@terra.com.br,Rua Almirante Protógenes - 68 - CEP: 09090-760 - Bairro Jardim,Santo André,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2008-03-05,3,2012,4,2016,3,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,19862,Faculdade de Tecnologia Jorge Caram Sabbag (FATEC Bebedouro),FATEC Bebedouro,17 33435395,,f280acad@cps.sp.gov.br,Rua Doutor Oscar Werneck - 1286 - CEP: 17701-120 - Centro,Bebedouro,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2014-06-27,-,,-,,3,2019,,,,Ativa
417,SOCIEDADE PORVIR CIENTIFICO,92.741.990/0001-37,Privada sem fins lucrativos,12338,FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA (FACSALLE),FACSALLE,51 37202792,,jorge.alexandre@lasalle.org.br,Rua Tiradentes - 401 - CEP: 95880-000 - Centro,Estrela,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2009-10-16,4,2015,-,,3,2019,,,,Ativa
15657,OCESU - ORGANIZACAO CEARENSE DE EDUCACAO SUPERIOR LTDA,14.234.250/0001-09,Privada com fins lucrativos,13106,FACULDADE DE TECNOLOGIA LOURENÇO FILHO (FATEC FLF),FATEC FLF,(85) 3455.9006,www.flf.edu.br,roberta@flf.edu.br,Avenida General Osório de Paiva - 395 - CEP: 60720-015 - Parangaba,Fortaleza,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2009-06-05,3,2015,-,,3,2019,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15753,FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL (FATEC JBL),FATEC JBL,(16) 3202-6519,www.fatecjaboticabal.edu.br,f173dir@cps.sp.gov.br,Avenida Eduardo Zambianchi - 31 - CEP: 14883-130 - Vila Industrial,Jaboticabal,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-01-22,-,,-,,-,,,,,Ativa
12569,INSTITUTO DE ENSINO SUPERIOR DE PALHOCA S/S LTDA.,09.157.932/0001-17,Privada com fins lucrativos,13625,FACULDADE DE TECNOLOGIA NOVA PALHOÇA (FATENP),FATENP,(48) 32421001,www.fatenp.com.br,arody@fatenp.com.br; lucia.andrade@unigranrio.edu.br,Avenida Vidal Procópio Lohn - 1081 - CEP: 88131-600 - Nova Palhoça,Palhoça,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-07-20,4,2017,-,,3,2019,,,,Ativa
1153,PROTECNICA PAULISTA LTDA,60.704.335/0001-12,Privada com fins lucrativos,1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ (FATEC OSWALDO CRUZ),FATEC OSWALDO CRUZ,(11) 38243660 Ramal 3977,www.oswaldocruz.br,amorim@oswaldocruz.br;jussara.maximo@oswaldocruz.br,Rua Brigadeiro Galvão Prédio - 540 - CEP: 01151-000 - Barra Funda,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2001-06-29,4,2019,-,,4,2019,,,,Ativa
17481,UNIPAULISTA EDUCACIONAL LTDA,29.310.713/0001-33,Privada com fins lucrativos,5045,FACULDADE DE TECNOLOGIA PAULISTA,-,(18) 3401-3229,www.faculdadepaulista.edu.br,yoesteves@gmail.com;josemar.sallesse@hotmail.com,Avenida Santo Inácio - 1.089 - CEP: 17420-000 - Jardim Floresta,Lupércio,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2008-08-21,3,2017,-,,2,2019,,,,Ativa
2506,INSTITUTO PENTAGONO DE ENSINO SUPERIOR LTDA - EPP,05.996.701/0001-46,Privada com fins lucrativos,3978,FACULDADE DE TECNOLOGIA PENTÁGONO (FATEP),FATEP,(11) 4437 5577,www.pentagonoedu.com.br,rivera@pentagonoedu.com.br,Rua Coronel Fernando Prestes - 326 - CEP: 09020-110 - Centro,Santo André,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2004-08-12,3,2016,-,,2,2019,,,,Ativa
10017,INSTITUTO DE ENSINO SUPERIOR MOINHO VELHO LTDA - ME,07.728.079/0001-10,Privada com fins lucrativos,14401,FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES (FAMO),FAMO,(15)32613334,,gentil@faccamp.br; patricia.gentil@faccamp.br; financeiro@faculdadefamo.com.br,"Av. Monsenhor Seckler, - s/n - CEP: 18540-000 - Vila América",Porto Feliz,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-03-23,3,2015,-,,2,2019,,,,Ativa
